ImageId,ClassType,MultipolygonWKT
6090_0_2,6,MULTIPOLYGON EMPTY
6090_0_2,7,MULTIPOLYGON EMPTY
6090_0_2,8,MULTIPOLYGON EMPTY
6090_0_2,9,MULTIPOLYGON EMPTY
6090_0_2,10,MULTIPOLYGON EMPTY
6090_2_3,1,MULTIPOLYGON EMPTY
6090_2_3,2,MULTIPOLYGON EMPTY
6090_2_3,3,MULTIPOLYGON EMPTY
6090_2_3,4,MULTIPOLYGON EMPTY
6090_2_3,5,MULTIPOLYGON EMPTY
6090_2_3,6,MULTIPOLYGON EMPTY
6090_2_3,7,MULTIPOLYGON EMPTY
6090_2_3,8,MULTIPOLYGON EMPTY
6090_2_3,9,MULTIPOLYGON EMPTY
6090_2_3,10,MULTIPOLYGON EMPTY
6090_2_2,1,MULTIPOLYGON EMPTY
6090_2_2,2,MULTIPOLYGON EMPTY
6090_2_2,3,MULTIPOLYGON EMPTY
6090_2_2,4,MULTIPOLYGON EMPTY
6090_2_2,5,MULTIPOLYGON EMPTY
6090_2_2,6,MULTIPOLYGON EMPTY
6090_2_2,7,MULTIPOLYGON EMPTY
6090_2_2,8,MULTIPOLYGON EMPTY
6090_2_2,9,MULTIPOLYGON EMPTY
6090_2_2,10,MULTIPOLYGON EMPTY
6090_2_1,1,MULTIPOLYGON EMPTY
6090_2_1,2,MULTIPOLYGON EMPTY
6090_2_1,3,MULTIPOLYGON EMPTY
6090_2_1,4,MULTIPOLYGON EMPTY
6090_2_1,5,MULTIPOLYGON EMPTY
6090_2_1,6,MULTIPOLYGON EMPTY
6090_2_1,7,MULTIPOLYGON EMPTY
6090_2_1,8,MULTIPOLYGON EMPTY
6090_2_1,9,MULTIPOLYGON EMPTY
6090_2_1,10,MULTIPOLYGON EMPTY
6040_1_4,1,MULTIPOLYGON EMPTY
6040_1_4,2,MULTIPOLYGON EMPTY
6040_1_4,3,MULTIPOLYGON EMPTY
6040_1_4,4,MULTIPOLYGON EMPTY
6040_1_4,5,MULTIPOLYGON EMPTY
6040_1_4,6,MULTIPOLYGON EMPTY
6040_1_4,7,MULTIPOLYGON EMPTY
6040_1_4,8,MULTIPOLYGON EMPTY
6040_1_4,9,MULTIPOLYGON EMPTY
6040_1_4,10,MULTIPOLYGON EMPTY
6040_1_2,1,MULTIPOLYGON EMPTY
6040_1_2,2,MULTIPOLYGON EMPTY
6040_1_2,3,MULTIPOLYGON EMPTY
6040_1_2,4,MULTIPOLYGON EMPTY
6040_1_2,5,MULTIPOLYGON EMPTY
6040_1_2,6,MULTIPOLYGON EMPTY
6040_1_2,7,MULTIPOLYGON EMPTY
6040_1_2,8,MULTIPOLYGON EMPTY
6040_1_2,9,MULTIPOLYGON EMPTY
6040_1_2,10,MULTIPOLYGON EMPTY
6040_1_1,1,MULTIPOLYGON EMPTY
6040_1_1,2,MULTIPOLYGON EMPTY
6040_1_1,3,MULTIPOLYGON EMPTY
6040_1_1,4,MULTIPOLYGON EMPTY
6040_1_1,5,MULTIPOLYGON EMPTY
6040_1_1,6,MULTIPOLYGON EMPTY
6040_1_1,7,MULTIPOLYGON EMPTY
6040_1_1,8,MULTIPOLYGON EMPTY
6040_1_1,9,MULTIPOLYGON EMPTY
6040_1_1,10,MULTIPOLYGON EMPTY
6090_2_4,1,MULTIPOLYGON EMPTY
6090_2_4,2,MULTIPOLYGON EMPTY
6090_2_4,3,MULTIPOLYGON EMPTY
6090_2_4,4,MULTIPOLYGON EMPTY
6090_2_4,5,MULTIPOLYGON EMPTY
6090_2_4,6,MULTIPOLYGON EMPTY
6090_2_4,7,MULTIPOLYGON EMPTY
6090_2_4,8,MULTIPOLYGON EMPTY
6090_2_4,9,MULTIPOLYGON EMPTY
6090_2_4,10,MULTIPOLYGON EMPTY
6030_0_4,1,MULTIPOLYGON EMPTY
6030_0_4,2,MULTIPOLYGON EMPTY
6030_0_4,3,MULTIPOLYGON EMPTY
6030_0_4,4,MULTIPOLYGON EMPTY
6030_0_4,5,MULTIPOLYGON EMPTY
6030_0_4,6,MULTIPOLYGON EMPTY
6030_0_4,7,MULTIPOLYGON EMPTY
6030_0_4,8,MULTIPOLYGON EMPTY
6030_0_4,9,MULTIPOLYGON EMPTY
6030_0_4,10,MULTIPOLYGON EMPTY
6030_0_3,1,MULTIPOLYGON EMPTY
6030_0_3,2,MULTIPOLYGON EMPTY
6030_0_3,3,MULTIPOLYGON EMPTY
6030_0_3,4,MULTIPOLYGON EMPTY
6030_0_3,5,MULTIPOLYGON EMPTY
6030_0_3,6,MULTIPOLYGON EMPTY
6030_0_3,7,MULTIPOLYGON EMPTY
6030_0_3,8,MULTIPOLYGON EMPTY
6030_0_3,9,MULTIPOLYGON EMPTY
6030_0_3,10,MULTIPOLYGON EMPTY
6030_0_2,1,MULTIPOLYGON EMPTY
6030_0_2,2,MULTIPOLYGON EMPTY
6030_0_2,3,MULTIPOLYGON EMPTY
6030_0_2,4,MULTIPOLYGON EMPTY
6030_0_2,5,MULTIPOLYGON EMPTY
6030_0_2,6,MULTIPOLYGON EMPTY
6030_0_2,7,MULTIPOLYGON EMPTY
6030_0_2,8,MULTIPOLYGON EMPTY
6030_0_2,9,MULTIPOLYGON EMPTY
6030_0_2,10,MULTIPOLYGON EMPTY
6030_0_1,1,MULTIPOLYGON EMPTY
6030_0_1,2,MULTIPOLYGON EMPTY
6030_0_1,3,MULTIPOLYGON EMPTY
6030_0_1,4,MULTIPOLYGON EMPTY
6030_0_1,5,MULTIPOLYGON EMPTY
6030_0_1,6,MULTIPOLYGON EMPTY
6030_0_1,7,MULTIPOLYGON EMPTY
6030_0_1,8,MULTIPOLYGON EMPTY
6030_0_1,9,MULTIPOLYGON EMPTY
6030_0_1,10,MULTIPOLYGON EMPTY
6030_0_0,1,MULTIPOLYGON EMPTY
6030_0_0,2,MULTIPOLYGON EMPTY
6030_0_0,3,MULTIPOLYGON EMPTY
6030_0_0,4,MULTIPOLYGON EMPTY
6030_0_0,5,MULTIPOLYGON EMPTY
6030_0_0,6,MULTIPOLYGON EMPTY
6030_0_0,7,MULTIPOLYGON EMPTY
6030_0_0,8,MULTIPOLYGON EMPTY
6030_0_0,9,MULTIPOLYGON EMPTY
6030_0_0,10,MULTIPOLYGON EMPTY
6050_1_0,1,MULTIPOLYGON EMPTY
6050_1_0,2,MULTIPOLYGON EMPTY
6050_1_0,3,MULTIPOLYGON EMPTY
6050_1_0,4,MULTIPOLYGON EMPTY
6050_1_0,5,MULTIPOLYGON EMPTY
6050_1_0,6,MULTIPOLYGON EMPTY
6050_1_0,7,MULTIPOLYGON EMPTY
6050_1_0,8,MULTIPOLYGON EMPTY
6050_1_0,9,MULTIPOLYGON EMPTY
6050_1_0,10,MULTIPOLYGON EMPTY
6050_1_1,1,MULTIPOLYGON EMPTY
6050_1_1,2,MULTIPOLYGON EMPTY
6050_1_1,3,MULTIPOLYGON EMPTY
6050_1_1,4,MULTIPOLYGON EMPTY
6050_1_1,5,MULTIPOLYGON EMPTY
6050_1_1,6,MULTIPOLYGON EMPTY
6050_1_1,7,MULTIPOLYGON EMPTY
6050_1_1,8,MULTIPOLYGON EMPTY
6050_1_1,9,MULTIPOLYGON EMPTY
6050_1_1,10,MULTIPOLYGON EMPTY
6050_1_2,1,MULTIPOLYGON EMPTY
6050_1_2,2,MULTIPOLYGON EMPTY
6050_1_2,3,MULTIPOLYGON EMPTY
6050_1_2,4,MULTIPOLYGON EMPTY
6050_1_2,5,MULTIPOLYGON EMPTY
6050_1_2,6,MULTIPOLYGON EMPTY
6050_1_2,7,MULTIPOLYGON EMPTY
6050_1_2,8,MULTIPOLYGON EMPTY
6050_1_2,9,MULTIPOLYGON EMPTY
6050_1_2,10,MULTIPOLYGON EMPTY
6050_1_3,1,MULTIPOLYGON EMPTY
6050_1_3,2,MULTIPOLYGON EMPTY
6050_1_3,3,MULTIPOLYGON EMPTY
6050_1_3,4,MULTIPOLYGON EMPTY
6050_1_3,5,MULTIPOLYGON EMPTY
6050_1_3,6,MULTIPOLYGON EMPTY
6050_1_3,7,MULTIPOLYGON EMPTY
6050_1_3,8,MULTIPOLYGON EMPTY
6050_1_3,9,MULTIPOLYGON EMPTY
6050_1_3,10,MULTIPOLYGON EMPTY
6050_1_4,1,MULTIPOLYGON EMPTY
6050_1_4,2,MULTIPOLYGON EMPTY
6050_1_4,3,MULTIPOLYGON EMPTY
6050_1_4,4,MULTIPOLYGON EMPTY
6050_1_4,5,MULTIPOLYGON EMPTY
6050_1_4,6,MULTIPOLYGON EMPTY
6050_1_4,7,MULTIPOLYGON EMPTY
6050_1_4,8,MULTIPOLYGON EMPTY
6050_1_4,9,MULTIPOLYGON EMPTY
6050_1_4,10,MULTIPOLYGON EMPTY
6120_1_0,1,MULTIPOLYGON EMPTY
6120_1_0,2,MULTIPOLYGON EMPTY
6120_1_0,3,MULTIPOLYGON EMPTY
6120_1_0,4,MULTIPOLYGON EMPTY
6120_1_0,5,MULTIPOLYGON EMPTY
6120_1_0,6,MULTIPOLYGON EMPTY
6120_1_0,7,MULTIPOLYGON EMPTY
6120_1_0,8,MULTIPOLYGON EMPTY
6120_1_0,9,MULTIPOLYGON EMPTY
6120_1_0,10,MULTIPOLYGON EMPTY
6120_1_1,1,MULTIPOLYGON EMPTY
6120_1_1,2,MULTIPOLYGON EMPTY
6120_1_1,3,MULTIPOLYGON EMPTY
6120_1_1,4,MULTIPOLYGON EMPTY
6120_1_1,5,MULTIPOLYGON EMPTY
6120_1_1,6,MULTIPOLYGON EMPTY
6120_1_1,7,MULTIPOLYGON EMPTY
6120_1_1,8,MULTIPOLYGON EMPTY
6120_1_1,9,MULTIPOLYGON EMPTY
6120_1_1,10,MULTIPOLYGON EMPTY
6120_1_2,1,MULTIPOLYGON EMPTY
6120_1_2,2,MULTIPOLYGON EMPTY
6120_1_2,3,MULTIPOLYGON EMPTY
6120_1_2,4,MULTIPOLYGON EMPTY
6120_1_2,5,MULTIPOLYGON EMPTY
6120_1_2,6,MULTIPOLYGON EMPTY
6120_1_2,7,MULTIPOLYGON EMPTY
6120_1_2,8,MULTIPOLYGON EMPTY
6120_1_2,9,MULTIPOLYGON EMPTY
6120_1_2,10,MULTIPOLYGON EMPTY
6120_1_3,1,MULTIPOLYGON EMPTY
6120_1_3,2,MULTIPOLYGON EMPTY
6120_1_3,3,MULTIPOLYGON EMPTY
6120_1_3,4,MULTIPOLYGON EMPTY
6120_1_3,5,MULTIPOLYGON EMPTY
6120_1_3,6,MULTIPOLYGON EMPTY
6120_1_3,7,MULTIPOLYGON EMPTY
6120_1_3,8,MULTIPOLYGON EMPTY
6120_1_3,9,MULTIPOLYGON EMPTY
6120_1_3,10,MULTIPOLYGON EMPTY
6120_1_4,1,MULTIPOLYGON EMPTY
6120_1_4,2,MULTIPOLYGON EMPTY
